abase,vt. 使…谦卑；降低…的品格；降低…的地位
booby trap,"n. 饵雷；诡雷；（为开玩笑而设下的）陷阱
 诡雷陷阱；诱杀装置；愚者陷阱"
booze,"n. 酒；酒宴
vi. 豪饮；痛饮"
boutique,"n. 精品店；专卖流行衣服的小商店
adj. 精品屋的；小规模专售精品的"
braille,"n. 布莱叶（法国盲人教育家）；盲人用点字法
vt. 用盲字印"
brevity,n. 简洁，简短；短暂，短促
Briton,n. 英国人；大不列颠人
broccoli,n. 花椰菜；西兰花
bronchitis,n.  支气管炎
brothel,n. 妓院
browser,n.  浏览器；吃嫩叶的动物；浏览书本的人
brunette,"n. 浅黑肤色的女人
adj. 深色的"
brutish,adj. 粗野的；残忍的；野兽般的
buddy,"n. 伙伴，好朋友；密友；小男孩
vi. 做好朋友，交朋友"
buff,"n. 浅黄色；软皮；爱好者； 健康的身体
vt. 有软皮摩擦；缓冲；擦亮，抛光某物"
buggy,"n. 童车；双轮单座轻马车
adj. 多虫的"
bum,"n. 流浪汉；屁股；狂欢作乐；能力差的人；嗡嗡声；执达员（等于bumbailiff）
vi. 流浪；靠乞讨过活；发嗡嗡声
vt. 乞讨；闲荡
adj. 无价值的；劣质的；很不愉快的"
bunk,"n. 铺位；床铺；座床
vt. 为…提供铺位；逃课
vi. 睡在铺上；逃跑"
bunker,"n. 沙坑；煤仓；燃料库
vt. 使陷入困境；把球击入沙坑"
buoyancy,n. 浮力；轻快；轻松的心情；（股票）保持高价或回升
buttock,"n. 半边臀部；船尾
vt. 用腰摔"
buzzword,n. 流行词
cabaret,n. 卡巴莱歌舞表演；卡巴莱餐馆
cache,"n. 电脑高速缓冲存储器；贮存物；隐藏处
vt. 隐藏；窖藏
vi. 躲藏"
cackle,"n. 饶舌；咯咯声；闲谈
vt. 格格笑著表示；喋喋不休地说
vi. 咯咯叫；喋喋不休；饶舌"
CAD,
cameo,n. （影视剧中的）配角；刻有浮雕的宝石或贝壳；小品文
cannibal,"n. 食人者；吃同类的动物
adj. 食同类的；吃人肉的；凶残的"
canon,n. 标准；教规；正典圣经；教士
canopy,"n. 天篷；华盖；遮篷；苍穹
vt. 用天蓬遮盖；遮盖"
cape,n.  海角，岬；披肩
capillary,"n. 毛细管
adj. 毛细管的；毛状的"
caprice,n. 任性，反复无常；随想曲，怪想
capricious,adj. 反复无常的；任性的
carat,n. 克拉（等于karat）
carbohydrate,n.  碳水化合物； 糖类
cardiac,"n. 强心剂；强胃剂
adj. 心脏的；心脏病的；贲门的"
carnage,n. 大屠杀；残杀；大量绝灭
carnal,adj. 肉体的；肉欲的；淫荡的；性欲的
carnation,"n.  康乃馨；肉色；粉红色
adj. 肉红色的"
carp,"n. 鲤鱼
vi. 吹毛求疵"
cartridge,弹药筒，打印机的（墨盒）； 暗盒；笔芯；一卷软片
cashmere,n. 羊绒；开士米；开士米羊毛织品；开士米绒线
catcall,"n. 嘘声；不满之声；喝倒采
vt. 发嘘声
vi. 发嘘声；发尖叫声"
catchword,n. 标语，口号；流行语；口头禅
catchy,adj. 引人注意的；容易记住的；易使人上当的
cathode,"n. 阴极（电解）
n. 正极（原电池）"
Catholicism,n. 天主教；天主教义
catwalk,n. 猫步；狭小通道；桥上人行道
cavern,"n. 洞穴；凹处
vt. 挖空；置…于洞穴中"
caviar,n. 鱼子酱
caviare,n. （俄式）鱼子酱
cedar,n. 雪松；香柏；西洋杉木
celestial,"n. 神仙，天堂里的居民
adj. 天上的，天空的"
centenary,"n. 一百年；百年纪念
adj. 一百年的"
centrist,n. 中立派议员；中间派议员
certitude,n. 确信；确实
cesspit,n. 垃圾坑，污水坑；粪坑
chalet,n. 瑞士山中的牧人小屋；瑞士的农舍；小屋
charwoman,n. 按日雇用的女佣；打杂的女佣人
chauvinism,n. 沙文主义；盲目的爱国心
chic,"n. 时髦；别致的款式
adj. 别致的"
chieftain,n. 酋长；首领
chloroplast,n.  叶绿体
cholera,n.  霍乱
cholesterol,n.  胆固醇
choral,"n. 赞美诗；唱诗班
adj. 合唱的；合唱队的"
choreography,n. 编舞；舞蹈艺术；舞艺
christen,vt. 为…命名；为…施洗礼
chrome,n. 铬，铬合金；铬黄；谷歌浏览器
chromosome,n.  染色体（形容词chromosomal，副词chromosomally）
chronology,n. 年表；年代学
chum,"n. 室友；密友
vi. 结为密友"
clad,"v. 穿衣（clothe的过去式和过去分词）
adj. 穿衣的；覆盖的
vt. 在金属外覆以另一种金属"
claimant,n. 原告； 索赔人；提出要求者
claustrophobia,n.  幽闭恐怖症
cleavage,n. 劈开，分裂； 解理； 卵裂
cliche,"n. 陈词滥调； 铅版；陈腐思想
adj. 陈腐的"
clot,"n.  凝块
vi. 凝结
vt. 使凝结成块"
cobra,n. 眼镜蛇；（澳）头颅
cocaine,n.  可卡因
cocky,adj. 自大的；骄傲的；过于自信的
coed,"n. 男女同校的学生
adj. 男女同校的"
coefficient,"n.  系数；率；协同因素
adj. 合作的；共同作用的"
coercion,n. 强制；强迫；高压政治；威压
colon,n.  结肠；冒号（用于引语、说明、例证等之前）；科郎（哥斯达黎加货币单位）
colossal,adj. 巨大的；异常的，非常的
colossus,n. 巨像；巨人；巨大的东西
commandant,n. 司令官，指挥官；军事学校的校长
communion,
compatriot,"n. 同胞；同国人
adj. 同胞的；同国的"
compunction,n. 悔恨，后悔；内疚
concerto,n. 协奏曲
condom,n. 避孕套；阴茎套
confection,n. 糖果，蜜饯；调制；糖膏（剂）；精制工艺品
confederacy,n. 联盟；联邦；私党
confetti,n. （婚礼、狂欢节中抛撒的）五彩纸屑；（旧时狂欢节或庆祝场合抛撒的）糖果
confidant,n. 知己；密友
configuration,n. 配置；结构；外形
coniferous,adj. 结球果的；松柏科的
connoisseur,n. 鉴赏家；内行
consignment,n. 委托；运送；托付物
consortium,n. 财团；联合；合伙
containerization,n. 货柜运输
contingency,n. 偶然性； 意外事故；可能性； 意外开支；偶然式
contingent,"n. 分遣队；偶然事件；分得部分；代表团
adj. 因情况而异的；不一定的；偶然发生的；可能的；依情况而定的；偶然的；有条件的"
continuum,n.  连续统； 连续统一体；闭联集
contour,"n. 轮廓；等高线；周线；电路；概要
vt. 画轮廓；画等高线"
contraception,n. 避孕
contraceptive,"n. 避孕用具； 避孕剂
adj. 避孕的"
conurbation,n. 有卫星城的大都市；（几个邻近的城市因扩建而形成一个）组合城市，集合都市
convene,"vt. 召集，集合；传唤
vi. 聚集，集合"
cornet,n. 短号；圆锥形纸袋
corollary,n. 推论；必然的结果
coronation,n. 加冕礼
coroner,n. 验尸官
corpulent,adj. 肥胖的
corpus,n.  语料库；文集；本金
corrugated,"adj. 波纹的；缩成皱纹的；有瓦楞的
v. （使）起皱纹（corrugate的过去式）"
coup de tat, 军事政变
courier,n. 导游；情报员，通讯员；送快信的人
courtship,n. 求爱；求婚；求爱期
covert,"n. 隐藏处；树丛；蔽覆羽翮基部的羽毛
adj. 隐蔽的；隐密的；偷偷摸摸的；在丈夫保护下的"
cowardice,n. 怯懦；胆小
coy,"adj. 腼腆的；忸怩作态的；怕羞的
vt. 爱抚
vi. 忸怩作态"
cranky,adj. 暴躁的；古怪的；动摇的
crater,"n. 火山口；弹坑
vt. 在…上形成坑；取消；毁坏
vi. 形成坑；消亡"
crave,"vi. 渴望；恳求
vt. 渴望；恳求"
craven,"adj. 畏缩的；怯懦的
n. 懦夫"
creak,"n. 嘎吱嘎吱声
vt. 使咯吱咯吱响
vi. 发出咯吱咯吱声；勉强运转"
cremate,vt. 火葬；烧成灰
crematorium,n. 火葬场（等于crematory）
Creole,"n. 克里奥尔人；克里奥耳语
adj. 克里奥尔人的；克里奥耳式法语的；克里奥尔语的"
crescent,
critique,"n. 批评；评论文章
vt. 批判；评论"
croak,"n. 呱呱叫声；低沉沙哑的说话声
vt. 用嘶哑的声音说；死亡
vi. 呱呱地叫；发牢骚；死"
crockery,n. 陶器；瓦器；土器
crossbow,n. 弩；石弓
crossword,n. 纵横字谜；纵横填字谜（等于cross puzzle）
crotch,n. （人的）胯部，分叉处；丫叉
crux,n. 关键；难题；十字架形，坩埚
crypt,n. 土窖，地下室；腺窝
cryptic,adj. 神秘的，含义模糊的； 隐藏的
cub,"n. 幼兽；不懂规矩的年轻人
vi. 生育幼兽"
cuckoo,"n. 布谷鸟；杜鹃鸟；傻子；咕咕声
adj. 愚笨的；疯狂的
vt. 不停地重复
vi. 学杜鹃叫"
culprit,n. 犯人，罪犯；被控犯罪的人
curator,n. 馆长；监护人；管理者
curd,"n. 凝乳；凝乳状物
vt. 使成凝乳
vi. 凝结"
curt,adj. 简略的；简要的；草率的；简单粗暴的
custard,n. 奶油冻；奶油蛋羹
Dacron,
daffodil,"n. 水仙花
adj. 水仙花色的"
daft,adj. 癫狂的；愚笨的；狂闹的
dais,n. 讲台
daisy,"n. 雏菊；菊科植物；极好的东西
adj. 极好的；上等的"
damsel,n. 少女；年轻女人
dandelion,n. 蒲公英
dank,adj. 潮湿的；阴湿的；透水的
dandy,"n. 花花公子；好打扮的人
adj. 上等的，极好的（口语）；服装华丽的"
daredevil,"n. 铤而走险的人，蛮勇的人
adj. 蛮勇的，不怕死的"
darn,"n. 织补
v. 织补，缝补"
dated,"v. 注有日期（date的过去式和过去分词）
adj. 陈旧的；过时的；有日期的"
deacon,"n. 执事；助祭
vt. 朗读；搞欺骗"
debacle,n. 崩溃；灾害；解冻
debris,n. 碎片，残骸
deckhand,n. 甲板水手，普通水手；下级水手
decor,n. 装饰，布置
decorous,adj. 有礼貌的，高雅的；端正的
decorum,n. 礼仪；礼貌；端正；恪守礼仪
defame,v. 诽谤；中伤
defile,"n. 狭谷；隘路
vt. 污损，弄脏；染污
vi. 以纵队前进"
defoliate,"vt. 使落叶
vi. 落叶"
defrost,"vt. 除霜
vi. 解冻"
defunct,"n. 死者
adj. 死的；非现存的"
deify,vt. 把…奉若神明；把…神化；崇拜
deity,n. 神；神性
delimit,vt. 划界；定界限
delirious,adj. 发狂的；神志昏迷的；精神错乱的
deliverance,n. 释放，解救；救助；判决
deluxe,"adj. 高级的；豪华的，奢华的
adv. 豪华地"
demagog,n. 煽动家，群众领导者
demagogue,n. 煽动者；煽动家；煽动政治家
demagogy,n. 煽动家的方法与行为
demeanor,n. 风度；举止；行为
demo,
demography,n. 人口统计学
demonic,adj. 有魔力的，恶魔的
demonstrable,adj. 可论证的；显而易见的
denim,n. 斜纹粗棉布，丁尼布；劳动布
denizen,"n. 居民；外来语；外籍居民
vt. 给…居住权；移植"
denominate,"adj. 有特定名称的
vt. 为…命名；把…称作…"
dentistry,n. 牙科学；牙医业
deodorant,"n. 除臭剂
adj. 除臭的；防臭的"
depository,"n. 贮藏所；受托者；存储处
adj. 保管的；存储的"
deputation,n. 代表团，代表；委任代理
derby,n. 德比（英国中部的都市）；德比赛马；大赛马
derogatory,adj. 贬损的
derrick,n. 起重机， 转臂起重机；油井的铁架塔
desiccate,"vt. 使干；干贮
vi. 变干"
despotism,n. 专制，独裁；专制政治
detachable,adj. 可分开的；可拆开的；可分遣的
determiner,n.  限定词；决定因素
dexterity,n. 灵巧；敏捷；机敏
diabetes,n. 糖尿病；多尿症
diagonal,"n. 对角线；斜线
adj. 斜的；对角线的；斜纹的"
dialectic,"n. 辩证法；逻辑论证
adj. 辩证的；辩证法的；方言的"
diametrically,adv. 完全地；作为直径地；直接地；正好相反地
diarrhea,n. 腹泻，痢疾
diarrhoea,n. 腹泻
dice,"vt. 切成方块
n. 骰子
vi. 掷骰子"
dichotomy,n. 二分法；两分；分裂；双歧分枝
dictum,n. 格言；声明；法官的附带意见
didactic,adj. 说教的；教诲的
diehard,n. 顽固分子；死不屈从者；倔强的人
dietician,"n. 营养学家；膳食学家（等于dietitian）
n. 营养师（专业人员，须获得证书）"
dietitian,n. （美）营养学家；饮食学家
dignitary,"n. 高官；高僧；显要人物
adj. 高位的；地位尊荣的"
dilettante,"n. 业余爱好者；一知半解者
adj. 浅薄的；业余艺术爱好的
vi. （在艺术、科学等方面）浅尝辄止"
din,"n. 喧嚣
vt. 喧闹，絮絮不休地说
vi. 喧闹，絮絮不休地说"
dinghy,n. 小艇；小船
diocese,n. 主教教区
diode,n.  二极管
diphthong,n. 双元音；复合元音；元音连字
dipper,n. 长柄勺；浸染工； 河鸟
discus,n. 铁饼；掷铁饼
disfavor,"n. 失宠；厌恶；不悦
vt. 不赞成；冷待
vi. 不赞成；不再宠幸"
disfavour,"n. 不赞成；不喜欢
vt. 不赞成；冷待"
disjunctive,"n. 反意连接词
adj. 分隔的；分离的"
disrespect,n. 无礼，失礼，不敬
dissension,n. 纠纷；意见不合；争吵；倾轧
disservice,n. 伤害；帮倒忙的行为；不亲切的行为；虐待
dissonance,n. 不一致；不调和；不和谐音
disunite,"vt. 不和；使分离
vi. 分散；分离；变得分离"
ditto,百变怪
ditty,n. 小曲；小调
doctorate,n. 博士学位；博士头衔
dog-eared,adj. （书页）折角的；（衣衫）褴褛的；陈腐的
dogma,n. 教条，教理；武断的意见
dogmatic,adj. 教条的；武断的
dog-tired,adj. 筋疲力尽的；疲倦极的
dollop,"n. 团，块
vt. 厚厚地涂抹
vi. 啪地落下；噗通一声坠落"
domicile,"n. 住宅；永久居住地；期票支付场所
vt. 使定居；使在指定的场所支付（期票等）
vi. 居住"
doodle,"n. 涂鸦；蠢人
vt. 乱涂出；闲混；随意弹奏
vi. 涂鸦；闲混；随意弹奏"
dope,"n. 笨蛋；麻醉药物；涂料
vt. 上涂料；服药
vi. 吸毒；吸毒成瘾
（俚）酷毙了"
dossier,n. 档案，卷宗；病历表册
dowager,n. 贵妇；继承亡夫爵位的遗孀；老年贵妇人
down,"prep. 沿着，往下
n. 软毛，绒毛； 开阔的高地
adj. 向下的
vt. 打倒，击败
adv. 向下，下去；在下面
vi. 下降；下去"
down-and-out,adj. 被击垮的；穷困潦倒的
downhearted,adj. 无精打采的；垂头丧气的
downstream,"adj. 下游的；顺流的
adv. 下游地；顺流而下"
downtime,n. （工厂等由于检修，待料等的）停工期； 故障停机时间
dowry,n. 嫁妆；天资；亡夫遗产
drab,"n. 浅褐色；无生气；邋遢；小额
adj. 单调的；土褐色的
vt. 使无生气
vi. 嫖妓"
drape,"n. 窗帘；褶裥
vt. 用布帘覆盖；使呈褶裥状
vi. 成褶皱状垂下"
drapery,n. 布料；帏帐；打褶的帐幔
draughtsman,n. 起草人；制图员；跳棋棋子
drily,adv. 干燥地；冷淡地；讽刺地
dryly,adv. 干燥地；冷淡地；枯燥无味地
dripping,"n. 滴；水滴；滴下物
adj. 湿淋淋的；欲滴的
v. 滴下（drip的ing形式）
adv. 欲滴地；湿淋淋地"
drive-in,"n. 免下车餐馆；免下车电影院
adj. 免下车的；路边服务的"
duchy,n. 公国；公爵领地；直辖领地
duct,"n. 输送管，导管
vt. 用导管输送；以导管封住"
duet,n. 二重奏；二重唱
dumpy,"n. 矮沙发；短雨伞
adj. 矮胖的，粗短的；忧郁的"
dunce,n. 傻瓜；劣学生
dune,n. （由风吹积而成的）沙丘
dungarees,n. 粗布工作服
dungeon,n. 地牢，土牢
duo,n. 二重奏；二重唱；二人组
duplicity,n. 口是心非；表里不一；不诚实
dusky,adj. 暗淡的；微暗的；忧郁的；朦胧的
dustcart,n. 垃圾车
dynamics,n. 动力学，力学
dynamism,n. 活力；动态；物力论；推动力；精神动力作用
earl,n. （英）伯爵
earthenware,n. 陶器；土器
earth-moving,adj. 运土的
earthwork,n.  土方工程；土木工事
earthy,adj. 土的；土质的；朴实的；粗俗的
easel,n. 画架；黑板架
eaves,n. 屋檐；凸出的边缘
eavesdrop,"n. 屋檐上流下来的水
vi. 偷听，窃听"
ebony,"n. 乌木，黑檀
adj. 乌木制的，黑檀木制的；似木的，黑檀木色的"
eccentricity,n. 古怪；怪癖； 离心率
eczema,n.  湿疹
eddy,"n. 涡流；漩涡；逆流
vi. 旋转；起漩涡
vt. 使…起漩涡"
edgy,adj. 急躁的；尖利的；刀口锐利的
edict,n. 法令；布告
eerie,adj. 可怕的；怪异的
effeminate,"adj. 柔弱的；女人气的
n. 女子气的男人
vt. 使柔弱；使无男子汉气概
vi. 变得无男子汉气概；变得柔弱"
effluent,"n. 污水；流出物；废气
adj. 流出的，发出的"
egalitarian,"n. 平等主义；平等主义者
adj. 平等主义的"
egoism,n. 利己主义，自我主义
egoist,n. 自我主义者；利己主义者
egotism,n. 自负；自我中心
ejaculate,"n. 一次射出的精液
vt. 突然说出；射出
vi. 射精；射出液体"
elated,"v. 使兴奋（elate的过去式和过去分词）
adj. 兴高采烈的；得意洋洋的"
electioneering,"n. 竞选活动
adj. 竞选活动的
v. 从事选举活动（electioneer的ing形式）"
